1732671932.678130 server started (2053): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1732671932.678163 on Darwin 24.1.0 Darwin Kernel Version 24.1.0: Thu Oct 10 21:03:11 PDT 2024; root:xnu-11215.41.3~2/RELEASE_ARM64_T6020
1732671932.678170 using libevent 2.1.12-stable select
1732671932.678180 using utf8proc 2.9.0
1732671932.678186 using ncurses 6.5 20240427
1732671937.224695 peer 0x130008000 message 112
1732671937.224699 client 0x15600ce00 IDENTIFY_TERMINFO kcuf1=\033OC
1732671937.224702 peer 0x130008000 message 112
1732671937.224705 client 0x15600ce00 IDENTIFY_TERMINFO kcuu1=\033OA
1732671937.224707 peer 0x130008000 message 112
1732671937.224709 client 0x15600ce00 IDENTIFY_TERMINFO kdch1=\033[3~
1732671937.224711 peer 0x130008000 message 112
1732671937.224713 client 0x15600ce00 IDENTIFY_TERMINFO kend=\033[4~
1732671937.224715 peer 0x130008000 message 112
1732671937.224717 client 0x15600ce00 IDENTIFY_TERMINFO kf1=\033OP
1732671937.224718 peer 0x130008000 message 112
1732671937.224720 client 0x15600ce00 IDENTIFY_TERMINFO kf10=\033[21~
1732671937.224722 peer 0x130008000 message 112
1732671937.224724 client 0x15600ce00 IDENTIFY_TERMINFO kf11=\033[23~
1732671937.224726 peer 0x130008000 message 112
1732671937.224728 client 0x15600ce00 IDENTIFY_TERMINFO kf12=\033[24~
1732671937.224730 peer 0x130008000 message 112
1732671937.224732 client 0x15600ce00 IDENTIFY_TERMINFO kf2=\033OQ
1732671937.224734 peer 0x130008000 message 112
1732671937.224736 client 0x15600ce00 IDENTIFY_TERMINFO kf3=\033OR
1732671937.224738 peer 0x130008000 message 112
1732671937.224740 client 0x15600ce00 IDENTIFY_TERMINFO kf4=\033OS
1732671937.224742 peer 0x130008000 message 112
1732671937.224744 client 0x15600ce00 IDENTIFY_TERMINFO kf5=\033[15~
1732671937.224746 peer 0x130008000 message 112
1732671937.224748 client 0x15600ce00 IDENTIFY_TERMINFO kf6=\033[17~
1732671937.224750 peer 0x130008000 message 112
1732671937.224752 client 0x15600ce00 IDENTIFY_TERMINFO kf7=\033[18~
1732671937.224754 peer 0x130008000 message 112
1732671937.224756 client 0x15600ce00 IDENTIFY_TERMINFO kf8=\033[19~
1732671937.224757 peer 0x130008000 message 112
1732671937.224759 client 0x15600ce00 IDENTIFY_TERMINFO kf9=\033[20~
1732671937.224761 peer 0x130008000 message 112
1732671937.224763 client 0x15600ce00 IDENTIFY_TERMINFO khome=\033[1~
1732671937.224765 peer 0x130008000 message 112
1732671937.224768 client 0x15600ce00 IDENTIFY_TERMINFO kich1=\033[2~
1732671937.224770 peer 0x130008000 message 112
1732671937.224772 client 0x15600ce00 IDENTIFY_TERMINFO kmous=\033[M
1732671937.224774 peer 0x130008000 message 112
1732671937.224777 client 0x15600ce00 IDENTIFY_TERMINFO knp=\033[6~
1732671937.224778 peer 0x130008000 message 112
1732671937.224781 client 0x15600ce00 IDENTIFY_TERMINFO kpp=\033[5~
1732671937.224782 peer 0x130008000 message 112
1732671937.224784 client 0x15600ce00 IDENTIFY_TERMINFO op=\033[39;49m
1732671937.224786 peer 0x130008000 message 112
1732671937.224788 client 0x15600ce00 IDENTIFY_TERMINFO rev=\033[7m
1732671937.224790 peer 0x130008000 message 112
1732671937.224792 client 0x15600ce00 IDENTIFY_TERMINFO ri=\033M
1732671937.224794 peer 0x130008000 message 112
1732671937.224796 client 0x15600ce00 IDENTIFY_TERMINFO rmacs=\017
1732671937.224798 peer 0x130008000 message 112
1732671937.224801 client 0x15600ce00 IDENTIFY_TERMINFO rmcup=\033[?1049l
1732671937.224803 peer 0x130008000 message 112
1732671937.224806 client 0x15600ce00 IDENTIFY_TERMINFO rmkx=\033[?1l\033>
1732671937.224808 peer 0x130008000 message 112
1732671937.224810 client 0x15600ce00 IDENTIFY_TERMINFO Se=\033[2 q
1732671937.224813 peer 0x130008000 message 112
1732671937.224816 client 0x15600ce00 IDENTIFY_TERMINFO setab=\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1732671937.224818 peer 0x130008000 message 112
1732671937.224821 client 0x15600ce00 IDENTIFY_TERMINFO setaf=\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1732671937.224823 peer 0x130008000 message 112
1732671937.224825 client 0x15600ce00 IDENTIFY_TERMINFO sgr0=\033[m\017
1732671937.224827 peer 0x130008000 message 112
1732671937.224830 client 0x15600ce00 IDENTIFY_TERMINFO sitm=\033[3m
1732671937.224832 peer 0x130008000 message 112
1732671937.224834 client 0x15600ce00 IDENTIFY_TERMINFO smacs=\016
1732671937.224836 peer 0x130008000 message 112
1732671937.224838 client 0x15600ce00 IDENTIFY_TERMINFO smcup=\033[?1049h
1732671937.224840 peer 0x130008000 message 112
1732671937.224842 client 0x15600ce00 IDENTIFY_TERMINFO smkx=\033[?1h\033=
1732671937.224843 peer 0x130008000 message 112
1732671937.224845 client 0x15600ce00 IDENTIFY_TERMINFO smso=\033[7m
1732671937.224847 peer 0x130008000 message 112
1732671937.224849 client 0x15600ce00 IDENTIFY_TERMINFO smul=\033[4m
1732671937.224851 peer 0x130008000 message 112
1732671937.224853 client 0x15600ce00 IDENTIFY_TERMINFO Ss=\033[%p1%d q
1732671937.224855 peer 0x130008000 message 112
1732671937.224857 client 0x15600ce00 IDENTIFY_TERMINFO tsl=\033]0;
1732671937.224859 peer 0x130008000 message 112
1732671937.224861 client 0x15600ce00 IDENTIFY_TERMINFO U8=1
1732671937.224863 peer 0x130008000 message 112
1732671937.224865 client 0x15600ce00 IDENTIFY_TERMINFO XT=0
1732671937.224868 cmdq_next <global>: empty
1732671937.224870 cmdq_next </dev/ttys000>: empty
1732671937.224873 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.224877 server_client_reset_state: cursor to 0,1
1732671937.224879 server_client_check_pane_buffer: pane %0 is on
1732671937.224881 @0 active pane changed
1732671937.224883 @0 name timer already queued (320271 left)
1732671937.224891 peer 0x130008000 message 104
1732671937.224893 client 0x15600ce00 IDENTIFY_STDIN 11
1732671937.224895 cmdq_next <global>: empty
1732671937.224897 cmdq_next </dev/ttys000>: empty
1732671937.224899 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.224901 server_client_reset_state: cursor to 0,1
1732671937.224903 server_client_check_pane_buffer: pane %0 is on
1732671937.224905 @0 active pane changed
1732671937.224907 @0 name timer already queued (320246 left)
1732671937.224913 peer 0x130008000 message 110
1732671937.224916 client 0x15600ce00 IDENTIFY_STDOUT 12
1732671937.224918 peer 0x130008000 message 107
1732671937.224921 client 0x15600ce00 IDENTIFY_CLIENTPID 2224
1732671937.224923 peer 0x130008000 message 105
1732671937.224926 client 0x15600ce00 IDENTIFY_ENVIRON COLORFGBG=15;0
1732671937.224929 peer 0x130008000 message 105
1732671937.224931 client 0x15600ce00 IDENTIFY_ENVIRON COLORTERM=truecolor
1732671937.224933 peer 0x130008000 message 105
1732671937.224936 client 0x15600ce00 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1732671937.224938 peer 0x130008000 message 105
1732671937.224941 client 0x15600ce00 IDENTIFY_ENVIRON HOME=/Users/suyash
1732671937.224943 peer 0x130008000 message 105
1732671937.224946 client 0x15600ce00 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1732671937.224948 peer 0x130008000 message 105
1732671937.224951 client 0x15600ce00 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1732671937.224953 peer 0x130008000 message 105
1732671937.224955 client 0x15600ce00 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1732671937.224958 peer 0x130008000 message 105
1732671937.224960 client 0x15600ce00 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:/opt/homebrew/share/info:
1732671937.224962 peer 0x130008000 message 105
1732671937.224965 client 0x15600ce00 IDENTIFY_ENVIRON ITERM_PROFILE=Default
1732671937.224967 peer 0x130008000 message 105
1732671937.224969 client 0x15600ce00 IDENTIFY_ENVIRON ITERM_SESSION_ID=w0t0p0:596DA8E2-A16B-4F43-8349-DCD9B646A2F4
1732671937.224971 peer 0x130008000 message 105
1732671937.224973 client 0x15600ce00 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1732671937.224975 peer 0x130008000 message 105
1732671937.224978 client 0x15600ce00 IDENTIFY_ENVIRON LC_TERMINAL=iTerm2
1732671937.224980 peer 0x130008000 message 105
1732671937.224982 client 0x15600ce00 IDENTIFY_ENVIRON LC_TERMINAL_VERSION=3.5.10
1732671937.224984 peer 0x130008000 message 105
1732671937.224986 client 0x15600ce00 IDENTIFY_ENVIRON LESS=-R
1732671937.224988 peer 0x130008000 message 105
1732671937.224991 client 0x15600ce00 IDENTIFY_ENVIRON LOGNAME=suyash
1732671937.224993 peer 0x130008000 message 105
1732671937.224996 client 0x15600ce00 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1732671937.224998 peer 0x130008000 message 105
1732671937.225001 client 0x15600ce00 IDENTIFY_ENVIRON LS_COLORS=di=1;36:ln=35:so=32:pi=33:ex=31:bd=34;46:cd=34;43:su=30;41:sg=30;46:tw=30;42:ow=30;43
1732671937.225003 peer 0x130008000 message 105
1732671937.225006 client 0x15600ce00 IDENTIFY_ENVIRON LaunchInstanceID=643F40EB-1DFF-4C9C-A69F-BD20AA3DA337
1732671937.225008 peer 0x130008000 message 105
1732671937.225010 client 0x15600ce00 IDENTIFY_ENVIRON OLDPWD=/Users/suyash/.config/nvim
1732671937.225012 peer 0x130008000 message 105
1732671937.225020 client 0x15600ce00 IDENTIFY_ENVIRON PAGER=less
1732671937.225022 peer 0x130008000 message 105
1732671937.225029 client 0x15600ce00 IDENTIFY_ENVIRON PATH=/Users/suyash/.pyenv/shims:/Users/suyash/.pyenv/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Library/Apple/usr/bin:/Applications/VMware Fusion.app/Contents/Public:/Users/suyash/.pyenv/bin:/Applications/iTerm.app/Contents/Resources/utilities
1732671937.225031 peer 0x130008000 message 105
1732671937.225034 client 0x15600ce00 IDENTIFY_ENVIRON PWD=/Users/suyash/.config/nvim
1732671937.225037 peer 0x130008000 message 105
1732671937.225040 client 0x15600ce00 IDENTIFY_ENVIRON PYENV_ROOT=/Users/suyash/.pyenv
1732671937.225043 peer 0x130008000 message 105
1732671937.225046 client 0x15600ce00 IDENTIFY_ENVIRON PYENV_SHELL=zsh
1732671937.225048 peer 0x130008000 message 105
1732671937.225050 client 0x15600ce00 IDENTIFY_ENVIRON SECURITYSESSIONID=186b1
1732671937.225052 peer 0x130008000 message 105
1732671937.225055 client 0x15600ce00 IDENTIFY_ENVIRON SHELL=/bin/zsh
1732671937.225057 peer 0x130008000 message 105
1732671937.225059 client 0x15600ce00 IDENTIFY_ENVIRON SHLVL=2
1732671937.225061 peer 0x130008000 message 105
1732671937.225064 client 0x15600ce00 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.nvMZ65XYAa/Listeners
1732671937.225066 peer 0x130008000 message 105
1732671937.225068 client 0x15600ce00 IDENTIFY_ENVIRON TERM=tmux-256color
1732671937.225070 peer 0x130008000 message 105
1732671937.225072 client 0x15600ce00 IDENTIFY_ENVIRON TERMINFO_DIRS=/Applications/iTerm.app/Contents/Resources/terminfo:/usr/share/terminfo
1732671937.225075 peer 0x130008000 message 105
1732671937.225077 client 0x15600ce00 IDENTIFY_ENVIRON TERM_FEATURES=T3LrMSc7UUw9Ts3BFGsSyHNoSxF
1732671937.225079 peer 0x130008000 message 105
1732671937.225081 client 0x15600ce00 IDENTIFY_ENVIRON TERM_PROGRAM=tmux
1732671937.225083 peer 0x130008000 message 105
1732671937.225085 client 0x15600ce00 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=3.5a
1732671937.225087 peer 0x130008000 message 105
1732671937.225090 client 0x15600ce00 IDENTIFY_ENVIRON TERM_SESSION_ID=w0t0p0:596DA8E2-A16B-4F43-8349-DCD9B646A2F4
1732671937.225093 peer 0x130008000 message 105
1732671937.225096 client 0x15600ce00 IDENTIFY_ENVIRON TMPDIR=/var/folders/ky/c5zfcgg92bng9b3jd241gtgm0000gn/T/
1732671937.225098 peer 0x130008000 message 105
1732671937.225100 client 0x15600ce00 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,2053,0
1732671937.225102 peer 0x130008000 message 105
1732671937.225105 client 0x15600ce00 IDENTIFY_ENVIRON TMUX_PANE=%0
1732671937.225107 peer 0x130008000 message 105
1732671937.225109 client 0x15600ce00 IDENTIFY_ENVIRON USER=suyash
1732671937.225111 peer 0x130008000 message 105
1732671937.225113 client 0x15600ce00 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1732671937.225115 peer 0x130008000 message 105
1732671937.225117 client 0x15600ce00 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1732671937.225119 peer 0x130008000 message 105
1732671937.225121 client 0x15600ce00 IDENTIFY_ENVIRON ZSH=/Users/suyash/.oh-my-zsh
1732671937.225123 peer 0x130008000 message 105
1732671937.225125 client 0x15600ce00 IDENTIFY_ENVIRON __CFBundleIdentifier=com.googlecode.iterm2
1732671937.225127 peer 0x130008000 message 105
1732671937.225129 client 0x15600ce00 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x0:0:0
1732671937.225131 peer 0x130008000 message 105
1732671937.225134 client 0x15600ce00 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1732671937.225136 peer 0x130008000 message 106
1732671937.225138 client 0x15600ce00 name is /dev/ttys001
1732671937.225147 tty_resize: /dev/ttys001 now 236x96 (14x36)
1732671937.225150 peer 0x130008000 message 200
1732671937.225154 cmd_parse_build_commands 0:0: new-session
1732671937.225160 args_parse: flags end at 1 of 1
1732671937.225163 cmd_parse_build_commands: new-session
1732671937.225167 cmdq_get_command: [new-session/0x155712e90] group 2729
1732671937.225169 cmdq_append </dev/ttys001>: [new-session/0x155712e90]
1732671937.225172 cmdq_append </dev/ttys001>: [server_client_command_done/0x155713000]
1732671937.225174 cmdq_next <global>: empty
1732671937.225176 cmdq_next </dev/ttys000>: empty
1732671937.225178 cmdq_next </dev/ttys001>: enter
1732671937.225180 cmdq_next </dev/ttys001>: [new-session/0x155712e90] (0), flags 0
1732671937.225183 message: /dev/ttys001 command: new-session
1732671937.225187 cmd_find_inside_pane: got pane %0 (/dev/ttys001)
1732671937.225189 cmd_find_best_session_with_window: window is @0
1732671937.225191 cmd_find_best_session: 1 sessions to try
1732671937.225193 cmd_find_best_winlink_with_window: window is @0
1732671937.225195 cmd_find_current_client: no target, return 0x155814000
1732671937.225197 cmd_find_from_client: s=$0 0
1732671937.225199 cmd_find_from_client: wl=0 1 w=@0 zsh
1732671937.225201 cmd_find_from_client: wp=%0
1732671937.225203 cmd_find_from_client: idx=none
1732671937.225206 cmd_find_target: target none, type session, item 0x155712e90, flags QUIET,CANFAIL
1732671937.225208 cmd_find_inside_pane: got pane %0 (/dev/ttys001)
1732671937.225210 cmd_find_best_session_with_window: window is @0
1732671937.225212 cmd_find_best_session: 1 sessions to try
1732671937.225214 cmd_find_best_winlink_with_window: window is @0
1732671937.225216 cmd_find_from_client: s=$0 0
1732671937.225217 cmd_find_from_client: wl=0 1 w=@0 zsh
1732671937.225219 cmd_find_from_client: wp=%0
1732671937.225221 cmd_find_from_client: idx=0
1732671937.225223 cmd_find_target: current is from client
1732671937.225225 cmd_find_target: s=$0 0
1732671937.225227 cmd_find_target: wl=0 1 w=@0 zsh
1732671937.225228 cmd_find_target: wp=%0
1732671937.225230 cmd_find_target: idx=0
1732671937.225233 cmdq_error: sessions should be nested with care, unset $TMUX to force
1732671937.225235 message: /dev/ttys001 message: sessions should be nested with care, unset $TMUX to force
1732671937.225242 sending message 303 to peer 0x130008000 (12 bytes)
1732671937.225246 running hook command-error (parent 0x155712e90)
1732671937.225251 unref client 0x15600ce00 (4 references)
1732671937.225255 cmdq_next </dev/ttys001>: [server_client_command_done/0x155713000] (1), flags 0
1732671937.225258 unref client 0x15600ce00 (3 references)
1732671937.225261 cmdq_next </dev/ttys001>: exit (empty)
1732671937.225263 cmdq_next <global>: empty
1732671937.225265 cmdq_next </dev/ttys000>: empty
1732671937.225268 cmdq_next </dev/ttys001>: empty
1732671937.225270 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.225272 server_client_reset_state: cursor to 0,1
1732671937.225274 server_client_check_pane_buffer: pane %0 is on
1732671937.225276 @0 active pane changed
1732671937.225278 @0 name timer already queued (319875 left)
1732671937.225291 cmdq_next <global>: empty
1732671937.225294 cmdq_next </dev/ttys000>: empty
1732671937.225297 cmdq_next </dev/ttys001>: empty
1732671937.225299 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.225302 server_client_reset_state: cursor to 0,1
1732671937.225305 server_client_check_pane_buffer: pane %0 is on
1732671937.225308 @0 active pane changed
1732671937.225310 @0 name timer already queued (319843 left)
1732671937.225348 peer 0x130008000 message 305
1732671937.225352 sending message 304 to peer 0x130008000 (62 bytes)
1732671937.225355 file 2 sent 58, left 0
1732671937.225358 cmdq_next <global>: empty
1732671937.225360 cmdq_next </dev/ttys000>: empty
1732671937.225362 cmdq_next </dev/ttys001>: empty
1732671937.225364 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.225365 server_client_reset_state: cursor to 0,1
1732671937.225368 sending message 203 to peer 0x130008000 (4 bytes)
1732671937.225371 server_client_check_pane_buffer: pane %0 is on
1732671937.225373 @0 active pane changed
1732671937.225376 @0 name timer already queued (319778 left)
1732671937.225383 cmdq_next <global>: empty
1732671937.225386 cmdq_next </dev/ttys000>: empty
1732671937.225389 cmdq_next </dev/ttys001>: empty
1732671937.225392 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.225395 server_client_reset_state: cursor to 0,1
1732671937.225399 server_client_check_pane_buffer: pane %0 is on
1732671937.225402 @0 active pane changed
1732671937.225404 @0 name timer already queued (319749 left)
1732671937.225432 %0 has 59 bytes
1732671937.225437 @0 alerts timer reset 0
1732671937.225441 screen_write_start_pane: size 236x96, pane %0 (at 0,0)
1732671937.225445 input_parse_buffer: %0 ground, 59 bytes: sessions should be nested with care, unset $TMUX to force\r\n
1732671937.225451 screen_write_collect_end: 57 sessions should be nested with care, unset $TMUX to force (at 0,1)
1732671937.225456 input_c0_dispatch: '\r'
1732671937.225459 input_c0_dispatch: '\n'
1732671937.225463 screen_write_linefeed: at 0,1 (region 0-95)
1732671937.225467 /dev/ttys000: sessions should be nested with care, unset $TMUX to force
1732671937.225471 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1732671937.225474 cmdq_next <global>: empty
1732671937.225476 cmdq_next </dev/ttys000>: empty
1732671937.225479 cmdq_next </dev/ttys001>: empty
1732671937.225481 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.225484 server_client_reset_state: cursor to 0,2
1732671937.225487 /dev/ttys000: \r
1732671937.225490 /dev/ttys000: \n
1732671937.225494 server_client_check_pane_buffer: %0 has 59 minimum (of 59) bytes used
1732671937.225497 server_client_check_pane_buffer: pane %0 is on
1732671937.225501 @0 active pane changed
1732671937.225504 @0 name timer already queued (319650 left)
1732671937.225513 /dev/ttys000: wrote 59 bytes (of 59)
1732671937.225516 cmdq_next <global>: empty
1732671937.225518 cmdq_next </dev/ttys000>: empty
1732671937.225520 cmdq_next </dev/ttys001>: empty
1732671937.225523 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.225525 server_client_reset_state: cursor to 0,2
1732671937.225527 server_client_check_pane_buffer: pane %0 is on
1732671937.225530 @0 active pane changed
1732671937.225532 @0 name timer already queued (319622 left)
1732671937.225683 lost client 0x15600ce00
1732671937.225704 remove peer 0x130008000
1732671937.225711 unref client 0x15600ce00 (2 references)
1732671937.225716 recalculate_size: @0 is 236x96
1732671937.225722 clients_calculate_size: after /dev/ttys000 (236x96), size is 236x96
1732671937.225725 clients_calculate_size: calculated size 236x96
1732671937.225727 clients_calculate_size: calculated size 236x96
1732671937.225729 clients_calculate_size: type is latest
1732671937.225732 recalculate_size: @0 no size change
1732671937.225738 unref client 0x15600ce00 (1 references)
1732671937.225740 free client 0x15600ce00 (0 references)
1732671937.225743 cmdq_next <global>: empty
1732671937.225746 cmdq_next </dev/ttys000>: empty
1732671937.225748 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.225751 server_client_reset_state: cursor to 0,2
1732671937.225753 server_client_check_pane_buffer: pane %0 is on
1732671937.225755 @0 active pane changed
1732671937.225758 @0 name timer already queued (319396 left)
1732671937.226012 %0 has 260 bytes
1732671937.226016 @0 alerts timer reset 0
1732671937.226019 screen_write_start_pane: size 236x96, pane %0 (at 0,0)
1732671937.226024 input_parse_buffer: %0 ground, 260 bytes: \033[1m\033[7m%\033[27m\033[1m\033[0m                                                                                                                                                                                                                                           \r \r
1732671937.226027 input_csi_dispatch: 'm' "" "1"
1732671937.226031 parameter 0: number 1
1732671937.226034 input_csi_dispatch: 'm' "" "7"
1732671937.226037 parameter 0: number 7
1732671937.226040 screen_write_collect_end: 1 % (at 0,2)
1732671937.226043 input_csi_dispatch: 'm' "" "27"
1732671937.226045 parameter 0: number 27
1732671937.226047 input_csi_dispatch: 'm' "" "1"
1732671937.226049 parameter 0: number 1
1732671937.226051 input_csi_dispatch: 'm' "" "0"
1732671937.226053 parameter 0: number 0
1732671937.226058 screen_write_collect_trim: 0x156810280 0-0 before 1-235
1732671937.226061 screen_write_collect_end: 235                                                                                                                                                                                                                                             (at 1,2)
1732671937.226064 input_c0_dispatch: '\r'
1732671937.226066 screen_write_collect_trim: 0x156810280 0-0 inside 0-0
1732671937.226069 screen_write_collect_trim: 0x1568103f0 1-235 after 0-0
1732671937.226071 screen_write_collect_end: 1   (at 0,2)
1732671937.226072 input_c0_dispatch: '\r'
1732671937.226075 /dev/ttys000:  
1732671937.226078 /dev/ttys000:                                                                                                                                                                                                                                            
1732671937.226080 screen_write_collect_flush: flushed 2 items (screen_write_stop)
1732671937.226082 cmdq_next <global>: empty
1732671937.226084 cmdq_next </dev/ttys000>: empty
1732671937.226086 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.226088 server_client_reset_state: cursor to 0,2
1732671937.226093 /dev/ttys000: \033[3;1H
1732671937.226095 server_client_check_pane_buffer: %0 has 260 minimum (of 260) bytes used
1732671937.226097 server_client_check_pane_buffer: pane %0 is on
1732671937.226099 @0 active pane changed
1732671937.226101 @0 name timer already queued (319052 left)
1732671937.226108 /dev/ttys000: wrote 242 bytes (of 242)
1732671937.226111 cmdq_next <global>: empty
1732671937.226113 cmdq_next </dev/ttys000>: empty
1732671937.226116 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.226119 server_client_reset_state: cursor to 0,2
1732671937.226121 server_client_check_pane_buffer: pane %0 is on
1732671937.226124 @0 active pane changed
1732671937.226126 @0 name timer already queued (319028 left)
1732671937.226772 %0 has 18 bytes
1732671937.226777 @0 alerts timer reset 0
1732671937.226780 screen_write_start_pane: size 236x96, pane %0 (at 0,0)
1732671937.226783 input_parse_buffer: %0 ground, 18 bytes: \033k~/.config/nvim\033\\
1732671937.226786 input_enter_rename
1732671937.226789 input_esc_dispatch: '\\', 
1732671937.226796 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1732671937.226799 cmdq_next <global>: empty
1732671937.226802 cmdq_next </dev/ttys000>: empty
1732671937.226804 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671937.226807 server_client_reset_state: cursor to 0,2
1732671937.226809 server_client_check_pane_buffer: %0 has 18 minimum (of 18) bytes used
1732671937.226811 server_client_check_pane_buffer: pane %0 is on
1732671937.226814 @0 active pane changed
1732671937.226816 @0 name timer already queued (318337 left)
1732671937.229175 %0 has 61 bytes
1732671937.229182 @0 alerts timer reset 0
1732671937.229186 screen_write_start_pane: size 236x96, pane %0 (at 0,0)
1732671937.229189 input_parse_buffer: %0 ground, 61 bytes: \033]7;file://Suyashs-Mac-mini.local/Users/suyash/.config/nvim\033\\
1732671937.229192 input_enter_osc
1732671937.229196 input_exit_osc: "7;file://Suyashs-Mac-mini.local/Users/suyash/.config/nvim" (end ST)
1732671937.229201 input_esc_dispatch: '\\', 
1732671937.229205 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1732671937.229209 cmdq_next <global>: empty
1732671937.229212 cmdq_next </dev/ttys000>: empty
1732671937.229216 /dev/ttys000: redraw status borders
1732671937.229220 /dev/ttys000: redraw needed
1732671937.229225 status_redraw enter
1732671937.229228 format_defaults: c=/dev/ttys000
1732671937.229230 format_defaults: s=none
1732671937.229232 format_defaults: wl=none
1732671937.229234 format_defaults: wp=none
1732671937.229238 screen_write_start: size 236x1, no pane
1732671937.229243 screen_write_cursormove: from 0,0 to 0,0
1732671937.229254 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1732671937.229257 format_expand1: found #*1[
1732671937.229259 format_expand1: found #{}: E:status-left-style
1732671937.229262 format_replace: modifier 0 is E
1732671937.229269 format_replace: format 'status-left-style' found: default
1732671937.229272 format_expand1: expanding format: default
1732671937.229276 format_expand1: result is: default
1732671937.229280 format_replace: replaced 'E:status-left-style' with 'default'
1732671937.229283 format_expand1: found #*1[
1732671937.229286 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1732671937.229289 format_expand1: expanding format: #{status-left-length}
1732671937.229291 format_expand1: found #{}: status-left-length
1732671937.229295 format_replace: format 'status-left-length' found: 10
1732671937.229297 format_replace: replaced 'status-left-length' with '10'
1732671937.229300 format_expand1: result is: 10
1732671937.229303 format_replace: modifier 0 is T
1732671937.229306 format_replace: modifier 1 is =
1732671937.229308 format_replace: modifier 1 argument 0: 10
1732671937.229312 format_replace: format 'status-left' found: [#{session_name}] 
